لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أخضر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
أزرق سماوي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني 
فضي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق سماوي ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
جيشي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
بيج ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
عدة الوان ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
رمادي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
بيج ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
عدة الوان ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
سكني ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
رصاصي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أحمر ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
كحلي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
سكني ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
خمري ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أحمر ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
أبيض ,بنزين ,تدريب سياقة ,فلسطينية ,اوتوماتيك ,الكتروني 
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
بترولي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
بني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
أبيض عاجي ,ديزل ,تدريب سياقة ,فلسطينية ,عادي ,الكتروني 
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
عدة الوان ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
عدة الوان ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,تدريب سياقة ,فلسطينية ,عادي ,الكتروني 
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أحمر ,ديزل ,خصوصي ,فلسطينية ,عادي ,يدوي 
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أخضر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
رمادي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
رصاصي ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
زيتي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,تجاري ,نمرة صفراء ,عادي ,الكتروني 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي 
أبيض ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
خمري ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
زيتي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ميتالك ,ديزل ,عمومي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
رمادي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق سماوي ,ديزل ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني 
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أخضر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
سكني ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني 
سكني ,ديزل ,تدريب سياقة ,فلسطينية ,عادي ,الكتروني 
أزرق ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
عدة الوان ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
كحلي ,ديزل ,تدريب سياقة ,فلسطينية ,عادي ,الكتروني 
رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي 
بترولي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
سكني ,بنزين ,تدريب سياقة ,فلسطينية ,عادي ,الكتروني 
كحلي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
رصاصي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
بني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,ديزل ,تجاري ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
بنفسجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
جيشي ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني 
رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني 
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني 
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,يدوي 
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني 
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني 
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي 
