لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,000000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أزرق سماوي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1999 ,,,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
مسجل CD
فتحة سقف

"
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800 ,166000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية

"
فيراني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,275000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد ثانيه ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,,,نقدا فقط ,للبيع فقط ,,"

إغلاق مركزي
جنطات مغنيسيوم

"
خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,60000 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1400 ,00000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500 ,50000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد أولى  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"


"
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,82700 ,,نقدا فقط ,للبيع أو التبديل ,يد اولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
رمادي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900 ,,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3600 ,123000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,120000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900 ,500000 ,4+1 ,نقدا فقط ,للبيع فقط ,4 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
وسادة حماية هوائية

"
ذهبي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,3000 ,18000000 ,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,5 ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,١٥٠ ,٤+١ ,نقدا فقط ,للبيع أو التبديل ,٤ ,"

إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300 ,100000 ,4+1 ,نقدا فقط ,للبيع فقط ,4 ,"


"
سكني ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,,,إمكانية التقسيط ,للبيع فقط ,,"

جهاز إنذار
مسجل CD
جنطات مغنيسيوم

"
أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,125 ,,,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,60000 ,6+1 ,نقدا فقط ,للبيع أو التبديل ,0 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,80000 ,4+1 ,إمكانية التقسيط ,للتبديل فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,,,نقدا فقط ,للبيع فقط ,يد ثانية ,"

مسجل CD
جنطات مغنيسيوم

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية

"
رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1100 ,20000 ,4+1 ,نقدا فقط ,للبيع فقط ,صفر ,"

مُكيّف
جهاز إنذار
مسجل CD

"
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,87000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500 ,30000 ,,نقدا فقط ,للبيع فقط ,0 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,160000 ,,نقدا فقط ,للبيع فقط ,يد رابعة  ,"

مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية

"
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,110000 ,,إمكانية التقسيط ,للبيع أو التبديل ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,1850 ,22000 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

"
بني ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000 ,,,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1500 ,350000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,٢ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أزرق ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
سكني ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1400 ,75000 ,,نقدا فقط ,للبيع فقط ,,"

مُكيّف

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"

مُكيّف
مسجل CD

"
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,4800 ,700000 ,2+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,55 ,5+1 ,نقدا فقط ,للبيع فقط ,صفر ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فضي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,٤٠٠٠٠٠ ,١+٤ ,نقدا فقط ,للبيع أو التبديل ,يد ثالثه ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
زيتي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600 ,,5+1 ,إمكانية التقسيط ,للبيع أو التبديل ,6 ,"

مُكيّف
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
بنفسجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,,٤+١ ,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
بترولي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000 ,35000 ,6+١ ,إمكانية التقسيط ,للبيع فقط ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
بني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,,,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200 ,380000 ,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,210000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثانيه ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي ,1400 ,167000 ,+1 ,نقدا فقط ,للبيع فقط ,4 ,"

جنطات مغنيسيوم

"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,140 ,5+1 ,نقدا فقط ,للبيع فقط ,5 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,1600 ,75000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثانيه ,"

مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد
وسادة حماية هوائية

"
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,160 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1900 ,123456789 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,4 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية

"
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,60000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى  ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض ,بنزين ,عمومي ,فلسطينية ,عادي ,يدوي ,1600 ,111111 ,4+1 ,نقدا فقط ,للبيع فقط ,7 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم

"
زيتي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,00000 ,٤+١ ,نقدا فقط ,للبيع أو التبديل ,... ,"

مُكيّف
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,94000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانية ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,90 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانيه  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,20000 ,5+1 ,نقدا فقط ,للبيع فقط ,صفر ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,80000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,2 ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
بني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900 ,200 ,6±١ ,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1300 ,,,نقدا فقط ,للبيع أو التبديل ,,"


"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,50000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد أولى استيراد ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

"
أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1500 ,,,إمكانية التقسيط ,للبيع فقط ,يد اولى ,"

مُكيّف
جنطات مغنيسيوم

"
سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
جهاز إنذار
مسجل CD
فتحة سقف
فرش جلد
وسادة حماية هوائية

"
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,,,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,140000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانية ,"

مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية

"
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,200 ,46000 ,,نقدا فقط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
